date,employee_id,employee_name,pay_type,hours_worked,hourly_rate,salary_monthly,tips_reported,overtime_hours,bonus,deductions_other,pay_period_start,pay_period_end,tax_status_federal,tax_status_state,allowances,department,notes
2024-03-08,E304,Mia Chen,hourly,37,20.00,,0,0,0,0,2024-03-02,2024-03-08,S,WA,1,Design,Short week
2024-01-05,E305,Sam Torres,hourly,29,17.75,,0,0,0,0,2023-12-30,2024-01-05,M,WA,0,Support,Training
2024-01-12,E305,Sam Torres,hourly,33,17.75,,0,0,0,0,2024-01-06,2024-01-12,M,WA,0,Support,Building hours
2024-01-19,E305,Sam Torres,hourly,36,17.75,,0,0,0,0,2024-01-13,2024-01-19,M,WA,0,Support,Regular
2024-01-26,E305,Sam Torres,hourly,35,17.75,,0,0,0,0,2024-01-20,2024-01-26,M,WA,0,Support,Regular
2024-02-02,E305,Sam Torres,hourly,38,17.75,,0,0,0,0,2024-01-27,2024-02-02,M,WA,0,Support,Regular
2024-02-09,E305,Sam Torres,hourly,37,17.75,,0,0,0,0,2024-02-03,2024-02-09,M,WA,0,Support,Regular
2024-02-16,E305,Sam Torres,hourly,39,17.75,,0,1,0,0,2024-02-10,2024-02-16,M,WA,0,Support,Small OT
2024-02-23,E305,Sam Torres,hourly,36,17.75,,0,0,0,0,2024-02-17,2024-02-23,M,WA,0,Support,Regular
2024-03-01,E305,Sam Torres,hourly,40,17.75,,0,0,0,0,2024-02-24,2024-03-01,M,WA,0,Support,Regular
2024-03-08,E305,Sam Torres,hourly,40,17.75,,0,0,0,0,2024-03-02,2024-03-08,M,WA,0,Support,Regular
2024-01-05,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2023-12-30,2024-01-05,M,WA,1,Finance,Monthly salary
2024-01-12,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-01-06,2024-01-12,M,WA,1,Finance,Monthly accrual
2024-01-19,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-01-13,2024-01-19,M,WA,1,Finance,Monthly accrual
2024-01-26,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-01-20,2024-01-26,M,WA,1,Finance,Monthly accrual
2024-02-02,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-01-27,2024-02-02,M,WA,1,Finance,Monthly accrual
2024-02-09,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-02-03,2024-02-09,M,WA,1,Finance,Monthly accrual
2024-02-16,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-02-10,2024-02-16,M,WA,1,Finance,Monthly accrual
2024-02-23,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-02-17,2024-02-23,M,WA,1,Finance,Monthly accrual
2024-03-01,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-02-24,2024-03-01,M,WA,1,Finance,Monthly accrual
2024-03-08,E306,Lila Nguyen,salaried,0,,3725,0,0,0,0,2024-03-02,2024-03-08,M,WA,1,Finance,Monthly accrual
2024-01-05,E307,Chris Park,hourly,44,23.00,,0,4,0,0,2023-12-30,2024-01-05,S,WA,0,Operations,Overtime
2024-01-12,E307,Chris Park,hourly,40,23.00,,0,0,0,0,2024-01-06,2024-01-12,S,WA,0,Operations,Regular
2024-01-19,E307,Chris Park,hourly,39,23.00,,0,0,0,0,2024-01-13,2024-01-19,S,WA,0,Operations,Regular
2024-01-26,E307,Chris Park,hourly,41,23.00,,0,1,0,0,2024-01-20,2024-01-26,S,WA,0,Operations,Small OT
2024-02-02,E307,Chris Park,hourly,40,23.00,,0,0,0,0,2024-01-27,2024-02-02,S,WA,0,Operations,Regular
2024-02-09,E307,Chris Park,hourly,38,23.00,,0,0,0,0,2024-02-03,2024-02-09,S,WA,0,Operations,Regular
2024-02-16,E307,Chris Park,hourly,42,23.00,,0,2,0,0,2024-02-10,2024-02-16,S,WA,0,Operations,Overtime
2024-02-23,E307,Chris Park,hourly,37,23.00,,0,0,0,0,2024-02-17,2024-02-23,S,WA,0,Operations,Short week
2024-03-01,E307,Chris Park,hourly,40,23.00,,0,0,0,0,2024-02-24,2024-03-01,S,WA,0,Operations,Regular
2024-03-08,E307,Chris Park,hourly,41,23.00,,0,1,0,0,2024-03-02,2024-03-08,S,WA,0,Operations,Busy week
2024-01-05,E308,Dana Brooks,hourly,30,16.50,,0,0,0,0,2023-12-30,2024-01-05,S,WA,1,Sales,Part time
2024-01-12,E308,Dana Brooks,hourly,28,16.50,,0,0,0,0,2024-01-06,2024-01-12,S,WA,1,Sales,Part time
2024-01-19,E308,Dana Brooks,hourly,34,16.50,,0,0,0,0,2024-01-13,2024-01-19,S,WA,1,Sales,Regular
2024-01-26,E308,Dana Brooks,hourly,33,16.50,,0,0,0,0,2024-01-20,2024-01-26,S,WA,1,Sales,Regular
2024-02-02,E308,Dana Brooks,hourly,35,16.50,,0,0,0,0,2024-01-27,2024-02-02,S,WA,1,Sales,Regular
2024-02-09,E308,Dana Brooks,hourly,36,16.50,,0,0,0,0,2024-02-03,2024-02-09,S,WA,1,Sales,Regular
2024-02-16,E308,Dana Brooks,hourly,32,16.50,,0,0,0,0,2024-02-10,2024-02-16,S,WA,1,Sales,Regular
2024-02-23,E308,Dana Brooks,hourly,29,16.50,,0,0,0,0,2024-02-17,2024-02-23,S,WA,1,Sales,Fewer shifts
2024-03-01,E308,Dana Brooks,hourly,31,16.50,,0,0,0,0,2024-02-24,2024-03-01,S,WA,1,Sales,Regular
2024-03-08,E308,Dana Brooks,hourly,34,16.50,,0,0,0,0,2024-03-02,2024-03-08,S,WA,1,Sales,Regular

