date,employee_id,employee_name,pay_type,hours_worked,hourly_rate,salary_monthly,tips_reported,overtime_hours,bonus,deductions_other,pay_period_start,pay_period_end,tax_status_federal,tax_status_state,allowances,department,notes
2024-02-16,E204,Mia Chen,hourly,38,20.25,,0,0,0,0,2024-02-10,2024-02-16,S,CA,1,Design,Regular
2024-02-23,E204,Mia Chen,hourly,40,20.25,,0,0,0,0,2024-02-17,2024-02-23,S,CA,1,Design,Regular
2024-03-01,E204,Mia Chen,hourly,42,20.25,,0,2,0,0,2024-02-24,2024-03-01,S,CA,1,Design,Overtime
2024-03-08,E204,Mia Chen,hourly,36,20.25,,0,0,0,0,2024-03-02,2024-03-08,S,CA,1,Design,Short week
2024-01-05,E205,Sam Torres,hourly,29,17.50,,0,0,0,0,2023-12-30,2024-01-05,M,CA,0,Support,Training
2024-01-12,E205,Sam Torres,hourly,33,17.50,,0,0,0,0,2024-01-06,2024-01-12,M,CA,0,Support,Building hours
2024-01-19,E205,Sam Torres,hourly,35,17.50,,0,0,0,0,2024-01-13,2024-01-19,M,CA,0,Support,Regular
2024-01-26,E205,Sam Torres,hourly,35,17.50,,0,0,0,0,2024-01-20,2024-01-26,M,CA,0,Support,Regular
2024-02-02,E205,Sam Torres,hourly,37,17.50,,0,0,0,0,2024-01-27,2024-02-02,M,CA,0,Support,Regular
2024-02-09,E205,Sam Torres,hourly,38,17.50,,0,0,0,0,2024-02-03,2024-02-09,M,CA,0,Support,Steady
2024-02-16,E205,Sam Torres,hourly,40,17.50,,0,0,0,0,2024-02-10,2024-02-16,M,CA,0,Support,Regular
2024-02-23,E205,Sam Torres,hourly,36,17.50,,0,0,0,0,2024-02-17,2024-02-23,M,CA,0,Support,Regular
2024-03-01,E205,Sam Torres,hourly,40,17.50,,0,0,0,0,2024-02-24,2024-03-01,M,CA,0,Support,Regular
2024-03-08,E205,Sam Torres,hourly,40,17.50,,0,0,0,0,2024-03-02,2024-03-08,M,CA,0,Support,Regular
2024-01-05,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2023-12-30,2024-01-05,M,CA,1,Finance,Monthly salary
2024-01-12,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-01-06,2024-01-12,M,CA,1,Finance,Monthly accrual
2024-01-19,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-01-13,2024-01-19,M,CA,1,Finance,Monthly accrual
2024-01-26,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-01-20,2024-01-26,M,CA,1,Finance,Monthly accrual
2024-02-02,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-01-27,2024-02-02,M,CA,1,Finance,Monthly accrual
2024-02-09,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-02-03,2024-02-09,M,CA,1,Finance,Monthly accrual
2024-02-16,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-02-10,2024-02-16,M,CA,1,Finance,Monthly accrual
2024-02-23,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-02-17,2024-02-23,M,CA,1,Finance,Monthly accrual
2024-03-01,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-02-24,2024-03-01,M,CA,1,Finance,Monthly accrual
2024-03-08,E206,Lila Nguyen,salaried,0,,3950,0,0,0,0,2024-03-02,2024-03-08,M,CA,1,Finance,Monthly accrual
2024-01-05,E207,Chris Park,hourly,43,22.75,,0,3,0,0,2023-12-30,2024-01-05,S,CA,0,Operations,Overtime
2024-01-12,E207,Chris Park,hourly,40,22.75,,0,0,0,0,2024-01-06,2024-01-12,S,CA,0,Operations,Regular
2024-01-19,E207,Chris Park,hourly,40,22.75,,0,0,0,0,2024-01-13,2024-01-19,S,CA,0,Operations,Regular
2024-01-26,E207,Chris Park,hourly,42,22.75,,0,2,0,0,2024-01-20,2024-01-26,S,CA,0,Operations,OT
2024-02-02,E207,Chris Park,hourly,39,22.75,,0,0,0,0,2024-01-27,2024-02-02,S,CA,0,Operations,Regular
2024-02-09,E207,Chris Park,hourly,38,22.75,,0,0,0,0,2024-02-03,2024-02-09,S,CA,0,Operations,Regular
2024-02-16,E207,Chris Park,hourly,41,22.75,,0,1,0,0,2024-02-10,2024-02-16,S,CA,0,Operations,Small OT
2024-02-23,E207,Chris Park,hourly,37,22.75,,0,0,0,0,2024-02-17,2024-02-23,S,CA,0,Operations,Short week
2024-03-01,E207,Chris Park,hourly,40,22.75,,0,0,0,0,2024-02-24,2024-03-01,S,CA,0,Operations,Regular
2024-03-08,E207,Chris Park,hourly,42,22.75,,0,2,0,0,2024-03-02,2024-03-08,S,CA,0,Operations,OT
2024-01-05,E208,Dana Brooks,hourly,30,16.25,,0,0,0,0,2023-12-30,2024-01-05,S,CA,1,Sales,Part time
2024-01-12,E208,Dana Brooks,hourly,27,16.25,,0,0,0,0,2024-01-06,2024-01-12,S,CA,1,Sales,Part time
2024-01-19,E208,Dana Brooks,hourly,33,16.25,,0,0,0,0,2024-01-13,2024-01-19,S,CA,1,Sales,Regular
2024-01-26,E208,Dana Brooks,hourly,34,16.25,,0,0,0,0,2024-01-20,2024-01-26,S,CA,1,Sales,Regular
2024-02-02,E208,Dana Brooks,hourly,36,16.25,,0,0,0,0,2024-01-27,2024-02-02,S,CA,1,Sales,Regular
2024-02-09,E208,Dana Brooks,hourly,37,16.25,,0,0,0,0,2024-02-03,2024-02-09,S,CA,1,Sales,Regular
2024-02-16,E208,Dana Brooks,hourly,31,16.25,,0,0,0,0,2024-02-10,2024-02-16,S,CA,1,Sales,Regular
2024-02-23,E208,Dana Brooks,hourly,30,16.25,,0,0,0,0,2024-02-17,2024-02-23,S,CA,1,Sales,Fewer shifts
2024-03-01,E208,Dana Brooks,hourly,32,16.25,,0,0,0,0,2024-02-24,2024-03-01,S,CA,1,Sales,Regular
2024-03-08,E208,Dana Brooks,hourly,33,16.25,,0,0,0,0,2024-03-02,2024-03-08,S,CA,1,Sales,Regular

