date,employee_id,employee_name,pay_type,hours_worked,hourly_rate,salary_monthly,tips_reported,overtime_hours,bonus,deductions_other,pay_period_start,pay_period_end,tax_status_federal,tax_status_state,allowances,department,notes
2024-01-12,E603,Jordan Lee,salaried,0,,4050,0,0,0,0,2024-01-06,2024-01-12,S,FL,2,Admin,Monthly accrual
2024-01-19,E603,Jordan Lee,salaried,0,,4050,0,0,0,0,2024-01-13,2024-01-19,S,FL,2,Admin,Monthly accrual
2024-01-26,E603,Jordan Lee,salaried,0,,4050,0,0,0,0,2024-01-20,2024-01-26,S,FL,2,Admin,Monthly accrual
2024-02-02,E603,Jordan Lee,salaried,0,,4050,0,0,0,0,2024-01-27,2024-02-02,S,FL,2,Admin,Monthly accrual
2024-02-09,E603,Jordan Lee,salaried,0,,4050,0,0,0,0,2024-02-03,2024-02-09,S,FL,2,Admin,Monthly accrual
2024-02-16,E603,Jordan Lee,salaried,0,,4050,0,0,0,0,2024-02-10,2024-02-16,S,FL,2,Admin,Monthly accrual
2024-02-23,E603,Jordan Lee,salaried,0,,4050,0,0,0,0,2024-02-17,2024-02-23,S,FL,2,Admin,Monthly accrual
2024-03-01,E603,Jordan Lee,salaried,0,,4050,0,0,250,0,2024-02-24,2024-03-01,S,FL,2,Admin,Quarterly bonus
2024-03-08,E603,Jordan Lee,salaried,0,,4050,0,0,0,0,2024-03-02,2024-03-08,S,FL,2,Admin,Monthly accrual
2024-01-05,E604,Mia Chen,hourly,39,19.00,,0,0,0,0,2023-12-30,2024-01-05,S,FL,1,Design,Regular
2024-01-12,E604,Mia Chen,hourly,41,19.00,,0,1,0,0,2024-01-06,2024-01-12,S,FL,1,Design,Light OT
2024-01-19,E604,Mia Chen,hourly,37,19.00,,0,0,0,0,2024-01-13,2024-01-19,S,FL,1,Design,Regular
2024-01-26,E604,Mia Chen,hourly,36,19.00,,0,0,0,0,2024-01-20,2024-01-26,S,FL,1,Design,Short week
2024-02-02,E604,Mia Chen,hourly,40,19.00,,0,0,0,0,2024-01-27,2024-02-02,S,FL,1,Design,Regular
2024-02-09,E604,Mia Chen,hourly,41,19.00,,0,1,0,0,2024-02-03,2024-02-09,S,FL,1,Design,Client deadline
2024-02-16,E604,Mia Chen,hourly,39,19.00,,0,0,0,0,2024-02-10,2024-02-16,S,FL,1,Design,Regular
2024-02-23,E604,Mia Chen,hourly,40,19.00,,0,0,0,0,2024-02-17,2024-02-23,S,FL,1,Design,Regular
2024-03-01,E604,Mia Chen,hourly,41,19.00,,0,1,0,0,2024-02-24,2024-03-01,S,FL,1,Design,Light OT
2024-03-08,E604,Mia Chen,hourly,36,19.00,,0,0,0,0,2024-03-02,2024-03-08,S,FL,1,Design,Short week
2024-01-05,E605,Sam Torres,hourly,30,17.40,,0,0,0,0,2023-12-30,2024-01-05,M,FL,0,Support,Training
2024-01-12,E605,Sam Torres,hourly,33,17.40,,0,0,0,0,2024-01-06,2024-01-12,M,FL,0,Support,Building hours
2024-01-19,E605,Sam Torres,hourly,35,17.40,,0,0,0,0,2024-01-13,2024-01-19,M,FL,0,Support,Regular
2024-01-26,E605,Sam Torres,hourly,35,17.40,,0,0,0,0,2024-01-20,2024-01-26,M,FL,0,Support,Regular
2024-02-02,E605,Sam Torres,hourly,37,17.40,,0,0,0,0,2024-01-27,2024-02-02,M,FL,0,Support,Regular
2024-02-09,E605,Sam Torres,hourly,38,17.40,,0,0,0,0,2024-02-03,2024-02-09,M,FL,0,Support,Steady
2024-02-16,E605,Sam Torres,hourly,39,17.40,,0,1,0,0,2024-02-10,2024-02-16,M,FL,0,Support,Small OT
2024-02-23,E605,Sam Torres,hourly,36,17.40,,0,0,0,0,2024-02-17,2024-02-23,M,FL,0,Support,Regular
2024-03-01,E605,Sam Torres,hourly,40,17.40,,0,0,0,0,2024-02-24,2024-03-01,M,FL,0,Support,Regular
2024-03-08,E605,Sam Torres,hourly,40,17.40,,0,0,0,0,2024-03-02,2024-03-08,M,FL,0,Support,Regular
2024-01-05,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2023-12-30,2024-01-05,M,FL,1,Finance,Monthly salary
2024-01-12,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-01-06,2024-01-12,M,FL,1,Finance,Monthly accrual
2024-01-19,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-01-13,2024-01-19,M,FL,1,Finance,Monthly accrual
2024-01-26,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-01-20,2024-01-26,M,FL,1,Finance,Monthly accrual
2024-02-02,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-01-27,2024-02-02,M,FL,1,Finance,Monthly accrual
2024-02-09,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-02-03,2024-02-09,M,FL,1,Finance,Monthly accrual
2024-02-16,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-02-10,2024-02-16,M,FL,1,Finance,Monthly accrual
2024-02-23,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-02-17,2024-02-23,M,FL,1,Finance,Monthly accrual
2024-03-01,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-02-24,2024-03-01,M,FL,1,Finance,Monthly accrual
2024-03-08,E606,Lila Nguyen,salaried,0,,3880,0,0,0,0,2024-03-02,2024-03-08,M,FL,1,Finance,Monthly accrual

2024-01-05,E607,Chris Park,hourly,44,22.90,,0,4,0,0,2023-12-30,2024-01-05,S,FL,0,Operations,Overtime
2024-01-12,E607,Chris Park,hourly,40,22.90,,0,0,0,0,2024-01-06,2024-01-12,S,FL,0,Operations,Regular
2024-01-19,E607,Chris Park,hourly,39,22.90,,0,0,0,0,2024-01-13,2024-01-19,S,FL,0,Operations,Regular
2024-01-26,E607,Chris Park,hourly,41,22.90,,0,1,0,0,2024-01-20,2024-01-26,S,FL,0,Operations,Small OT
2024-02-02,E607,Chris Park,hourly,40,22.90,,0,0,0,0,2024-01-27,2024-02-02,S,FL,0,Operations,Regular
2024-02-09,E607,Chris Park,hourly,38,22.90,,0,0,0,0,2024-02-03,2024-02-09,S,FL,0,Operations,Regular
2024-02-16,E607,Chris Park,hourly,42,22.90,,0,2,0,0,2024-02-10,2024-02-16,S,FL,0,Operations,Overtime
2024-02-23,E607,Chris Park,hourly,37,22.90,,0,0,0,0,2024-02-17,2024-02-23,S,FL,0,Operations,Short week
2024-03-01,E607,Chris Park,hourly,40,22.90,,0,0,0,0,2024-02-24,2024-03-01,S,FL,0,Operations,Regular
2024-03-08,E607,Chris Park,hourly,41,22.90,,0,1,0,0,2024-03-02,2024-03-08,S,FL,0,Operations,Busy week
2024-01-05,E608,Dana Brooks,hourly,30,16.30,,0,0,0,0,2023-12-30,2024-01-05,S,FL,1,Sales,Part time
2024-01-12,E608,Dana Brooks,hourly,27,16.30,,0,0,0,0,2024-01-06,2024-01-12,S,FL,1,Sales,Part time
2024-01-19,E608,Dana Brooks,hourly,33,16.30,,0,0,0,0,2024-01-13,2024-01-19,S,FL,1,Sales,Regular
2024-01-26,E608,Dana Brooks,hourly,34,16.30,,0,0,0,0,2024-01-20,2024-01-26,S,FL,1,Sales,Regular
2024-02-02,E608,Dana Brooks,hourly,36,16.30,,0,0,0,0,2024-01-27,2024-02-02,S,FL,1,Sales,Regular
2024-02-09,E608,Dana Brooks,hourly,37,16.30,,0,0,0,0,2024-02-03,2024-02-09,S,FL,1,Sales,Regular
2024-02-16,E608,Dana Brooks,hourly,31,16.30,,0,0,0,0,2024-02-10,2024-02-16,S,FL,1,Sales,Regular
2024-02-23,E608,Dana Brooks,hourly,30,16.30,,0,0,0,0,2024-02-17,2024-02-23,S,FL,1,Sales,Fewer shifts
2024-03-01,E608,Dana Brooks,hourly,32,16.30,,0,0,0,0,2024-02-24,2024-03-01,S,FL,1,Sales,Regular
2024-03-08,E608,Dana Brooks,hourly,33,16.30,,0,0,0,0,2024-03-02,2024-03-08,S,FL,1,Sales,Regular
